DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
10-Jan-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
10-Jan-20,UNGA,Unga Group Ltd,26.1,37,32,32,32,32,-,-,-,-
13-Jan-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
13-Jan-20,BAT,British American Tobacco Kenya Plc,305,545,500,503,502,505,-3,0.59%,500,-
13-Jan-20,CARB,Carbacid Investments Plc,7.1,9.4,8.5,9.3,8.52,8.5,0.02,0.24%,"3,200",-
13-Jan-20,EABL,East African Breweries Ltd,135,222.25,205,209.75,205.75,205,0.75,0.37%,"60,500",-
13-Jan-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.9,2.1,1.93,2.1,-0.17,8.10%,"13,500",-
13-Jan-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
13-Jan-20,UNGA,Unga Group Ltd,26.1,37,32,32,32,32,-,-,-,-
14-Jan-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,700,-
14-Jan-20,BAT,British American Tobacco Kenya Plc,305,545,502,502,502,502,-,-,-,-
14-Jan-20,CARB,Carbacid Investments Plc,7.1,9.4,8.5,8.5,8.5,8.52,-0.02,0.23%,100,-
14-Jan-20,EABL,East African Breweries Ltd,135,222.25,205,205.5,205,205.75,-0.75,0.36%,"341,900",-
14-Jan-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,2.1,2.12,2.11,1.93,0.18,9.33%,200,-
14-Jan-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
14-Jan-20,UNGA,Unga Group Ltd,26.1,37,32,32,32,32,-,-,"1,000",-
15-Jan-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
15-Jan-20,BAT,British American Tobacco Kenya Plc,305,545,480.25,495,482.25,502,-19.75,3.93%,"18,400",-
15-Jan-20,CARB,Carbacid Investments Plc,7.1,9.4,8.5,8.5,8.5,8.5,-,-,300,-
15-Jan-20,EABL,East African Breweries Ltd,135,222.25,205,205.5,205,205,-,-,"258,600",-
15-Jan-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.92,2.12,1.93,2.11,-0.18,8.53%,"1,400",-
15-Jan-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
15-Jan-20,UNGA,Unga Group Ltd,26.1,37,32.95,32.95,32.95,32,0.95,2.97%,200,-
16-Jan-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
16-Jan-20,BAT,British American Tobacco Kenya Plc,305,545,485,495,485,482.25,2.75,0.57%,"554,900",-
16-Jan-20,CARB,Carbacid Investments Plc,7.1,9.4,8.5,8.5,8.5,8.5,-,-,"15,200",-
16-Jan-20,EABL,East African Breweries Ltd,135,222.25,205,206,205.5,205,0.5,0.24%,"4,900",-
16-Jan-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,2,2,2,1.93,0.07,3.63%,500,-
16-Jan-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
16-Jan-20,UNGA,Unga Group Ltd,26.1,36.5,32.5,32.5,32.5,32.95,-0.45,1.37%,"1,000",-
17-Jan-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,200,-
17-Jan-20,BAT,British American Tobacco Kenya Plc,305,545,485,485,485,485,-,-,-,-
17-Jan-20,CARB,Carbacid Investments Plc,7.1,9.4,9,9.3,9.08,8.5,0.58,6.82%,700,-
17-Jan-20,EABL,East African Breweries Ltd,135,222.25,205,212,210,205.5,4.5,2.19%,"755,000",-
17-Jan-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,2,2,2,2,-,-,-,-
17-Jan-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
17-Jan-20,UNGA,Unga Group Ltd,26.1,37,32.95,35,34.65,32.5,2.15,6.62%,"2,000",-
20-Jan-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
20-Jan-20,BAT,British American Tobacco Kenya Plc,305,545,495,505,499.75,485,14.75,3.04%,"6,000",-
20-Jan-20,CARB,Carbacid Investments Plc,7.1,9.4,8.6,8.6,8.6,9.08,-0.48,5.29%,"2,700",-
20-Jan-20,EABL,East African Breweries Ltd,135,222.25,208,212,210,210,-,-,"1,155,500",-
20-Jan-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,2.2,2.2,2.2,2,0.2,10.00%,400,-
20-Jan-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
20-Jan-20,UNGA,Unga Group Ltd,26.1,37,31.95,31.95,31.95,34.65,-2.7,7.79%,100,-
21-Jan-20,BOC,BOC Kenya Plc,53,72,62.75,63,63,63,-,-,"1,700",-
21-Jan-20,BAT,British American Tobacco Kenya Plc,305,545,499.75,499.75,499.75,499.75,-,-,-,-
21-Jan-20,CARB,Carbacid Investments Plc,7.1,9.4,8.5,8.98,8.5,8.6,-0.1,1.16%,"12,767,900",-
21-Jan-20,EABL,East African Breweries Ltd,135,222.25,210,212,210,210,-,-,"33,300",-
21-Jan-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.98,2.38,2.07,2.2,-0.13,5.91%,"5,300",-
21-Jan-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
21-Jan-20,UNGA,Unga Group Ltd,26.1,37,31.95,31.95,31.95,31.95,-,-,-,-
22-Jan-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
22-Jan-20,BAT,British American Tobacco Kenya Plc,305,545,490,500,491,499.75,-8.75,1.75%,"12,400",-
22-Jan-20,CARB,Carbacid Investments Plc,7.1,9.4,8.3,9,8.64,8.5,0.14,1.65%,"12,300",-
22-Jan-20,EABL,East African Breweries Ltd,135,222.25,210,212,210.75,210,0.75,0.36%,"231,600",-
22-Jan-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.92,2,1.93,2.07,-0.14,6.76%,"15,800",-
22-Jan-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
22-Jan-20,UNGA,Unga Group Ltd,26.1,37,31.95,31.95,31.95,31.95,-,-,-,-
23-Jan-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
23-Jan-20,BAT,British American Tobacco Kenya Plc,305,545,488,490,489.25,491,-1.75,0.36%,"27,500",-
23-Jan-20,CARB,Carbacid Investments Plc,7.1,9.4,8.8,9,9,8.64,0.36,4.17%,"3,700",-
23-Jan-20,EABL,East African Breweries Ltd,135,222.25,210,215,212.75,210.75,2,0.95%,"431,300",-
23-Jan-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.9,2,1.9,1.93,-0.03,1.55%,"236,800",-
23-Jan-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
23-Jan-20,UNGA,Unga Group Ltd,26.1,37,31.85,31.85,31.85,31.95,-0.1,0.31%,"1,900",-
24-Jan-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
24-Jan-20,BAT,British American Tobacco Kenya Plc,305,545,490,491,490,489.25,0.75,0.15%,"5,200",-
24-Jan-20,CARB,Carbacid Investments Plc,7.1,9.4,9,9,9,9,-,-,"1,000",-
24-Jan-20,EABL,East African Breweries Ltd,135,222.25,215,216,215,212.75,2.25,1.06%,"53,700",-
24-Jan-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.9,1.9,1.9,1.9,-,-,-,-
24-Jan-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
24-Jan-20,UNGA,Unga Group Ltd,26.1,36.5,31,31,31,31.85,-0.85,2.67%,300,-
27-Jan-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,100,-
27-Jan-20,BAT,British American Tobacco Kenya Plc,305,545,490,490,490,490,-,-,-,-
27-Jan-20,CARB,Carbacid Investments Plc,7.1,9.4,8.3,8.8,8.38,9,-0.62,6.89%,"5,100",-
27-Jan-20,EABL,East African Breweries Ltd,135,222.25,204,219,215.5,215,0.5,0.23%,"373,900",-
27-Jan-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.91,2.01,2,1.9,0.1,5.26%,"16,700",-
27-Jan-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
27-Jan-20,UNGA,Unga Group Ltd,26.1,36.5,31,31,31,31,-,-,-,-
28-Jan-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
28-Jan-20,BAT,British American Tobacco Kenya Plc,305,545,490,490,490,490,-,-,-,-
28-Jan-20,CARB,Carbacid Investments Plc,7.1,9.4,9,9,9,8.38,0.62,7.40%,"1,000",-
28-Jan-20,EABL,East African Breweries Ltd,135,222.25,212,215,214.75,215.5,-0.75,0.35%,"122,100",-
28-Jan-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,2,2,2,2,-,-,"5,100",-
28-Jan-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
28-Jan-20,UNGA,Unga Group Ltd,26.1,36.5,31,31,31,31,-,-,-,-
29-Jan-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,"1,000",-
29-Jan-20,BAT,British American Tobacco Kenya Plc,305,545,490,490,490,490,-,-,"5,000",-
29-Jan-20,CARB,Carbacid Investments Plc,7.1,9.4,9,9,9,9,-,-,200,-
29-Jan-20,EABL,East African Breweries Ltd,135,222.25,211,212.5,212,214.75,-2.75,1.28%,"56,900",-
29-Jan-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.91,2.05,2.01,2,0.01,0.50%,"45,800",-
29-Jan-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
29-Jan-20,UNGA,Unga Group Ltd,26.1,37,31,32,31.3,31,0.3,0.97%,"2,200",-
30-Jan-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,"1,200",-
30-Jan-20,BAT,British American Tobacco Kenya Plc,305,545,485,490,485.75,490,-4.25,0.87%,700,-
30-Jan-20,CARB,Carbacid Investments Plc,7.1,9.4,9,9.3,9.2,9,0.2,2.22%,"2,500",-
30-Jan-20,EABL,East African Breweries Ltd,135,222.25,210,215,215,212,3,1.42%,"403,100",-
30-Jan-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.85,2,1.9,2.01,-0.11,5.47%,"3,100",-
30-Jan-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
30-Jan-20,UNGA,Unga Group Ltd,26.1,36.5,32,32,32,31.3,0.7,2.24%,300,-
31-Jan-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
31-Jan-20,BAT,British American Tobacco Kenya Plc,305,545,490,490,490,485.75,4.25,0.87%,"3,400",-
31-Jan-20,CARB,Carbacid Investments Plc,7.1,9.4,8.68,8.68,8.68,9.2,-0.52,5.65%,100,-
31-Jan-20,EABL,East African Breweries Ltd,135,222.25,212.5,215,214.25,215,-0.75,0.35%,"245,400",-
31-Jan-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.71,2,1.73,1.9,-0.17,8.95%,"20,300",-
31-Jan-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
31-Jan-20,UNGA,Unga Group Ltd,26.1,37,32,32,32,32,-,-,-,-
03-Feb-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
03-Feb-20,BAT,British American Tobacco Kenya Plc,305,545,500,500,500,490,10,2.04%,200,-
03-Feb-20,CARB,Carbacid Investments Plc,7.1,9.4,8.5,9,8.98,8.68,0.3,3.46%,"1,700",-
03-Feb-20,EABL,East African Breweries Ltd,135,222.25,212.5,215,212.75,214.25,-1.5,0.70%,"4,600",-
03-Feb-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.71,1.89,1.74,1.73,0.01,0.58%,"15,500",-
03-Feb-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
03-Feb-20,UNGA,Unga Group Ltd,26.1,37,33,33,33,32,1,3.13%,100,-
04-Feb-20,BOC,BOC Kenya Plc,53,72,60,60,60,63,-3,4.76%,400,-
04-Feb-20,BAT,British American Tobacco Kenya Plc,305,545,485,500,495,500,-5,1.00%,300,-
04-Feb-20,CARB,Carbacid Investments Plc,7.1,9.4,9,9.26,9,8.98,0.02,0.22%,"86,900",-
04-Feb-20,EABL,East African Breweries Ltd,135,222.25,212.75,215,214.5,212.75,1.75,0.82%,"36,800",-
04-Feb-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.71,1.9,1.83,1.74,0.09,5.17%,"3,300",-
04-Feb-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
04-Feb-20,UNGA,Unga Group Ltd,26.1,37,33,33,33,33,-,-,-,-
05-Feb-20,BOC,BOC Kenya Plc,53,72,60,60,60,60,-,-,100,-
05-Feb-20,BAT,British American Tobacco Kenya Plc,305,545,495,495,495,495,-,-,-,-
05-Feb-20,CARB,Carbacid Investments Plc,7.1,9.4,9,9,9,9,-,-,"1,100",-
05-Feb-20,EABL,East African Breweries Ltd,135,222.25,215,218,217.5,214.5,3,1.40%,"24,300",-
05-Feb-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.71,1.99,1.85,1.83,0.02,1.09%,200,-
05-Feb-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
05-Feb-20,UNGA,Unga Group Ltd,26.1,37,33,33,33,33,-,-,100,-
06-Feb-20,BOC,BOC Kenya Plc,53,72,60,60,60,60,-,-,-,-
06-Feb-20,BAT,British American Tobacco Kenya Plc,305,545,479,500,488.5,495,-6.5,1.31%,500,-
06-Feb-20,CARB,Carbacid Investments Plc,7.1,9.4,9,9,9,9,-,-,"638,200",-
06-Feb-20,EABL,East African Breweries Ltd,135,222.25,217.5,222,219.75,217.5,2.25,1.03%,"173,500",-
06-Feb-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.71,2.02,1.78,1.85,-0.07,3.78%,"4,200",-
06-Feb-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
06-Feb-20,UNGA,Unga Group Ltd,26.1,37,33,33,33,33,-,-,-,-
07-Feb-20,BOC,BOC Kenya Plc,53,72,60,60,60,60,-,-,200,-
07-Feb-20,BAT,British American Tobacco Kenya Plc,305,545,480,500,480,488.5,-8.5,1.74%,"279,400",-
07-Feb-20,CARB,Carbacid Investments Plc,7.1,9.4,8.22,8.5,8.5,9,-0.5,5.56%,"1,879,400",-
07-Feb-20,EABL,East African Breweries Ltd,135,222.25,220,222.25,221.75,219.75,2,0.91%,"1,133,700",-
07-Feb-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.95,1.95,1.95,1.78,0.17,9.55%,"3,400",-
07-Feb-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
07-Feb-20,UNGA,Unga Group Ltd,26.1,37,30.1,30.1,30.1,33,-2.9,8.79%,100,-
10-Feb-20,BOC,BOC Kenya Plc,53,72,60,60,60,60,-,-,"1,300",-
10-Feb-20,BAT,British American Tobacco Kenya Plc,305,545,478,480,479.5,480,-0.5,0.10%,900,-
10-Feb-20,CARB,Carbacid Investments Plc,7.1,9.4,9.2,9.2,9.2,8.5,0.7,8.24%,300,-
10-Feb-20,EABL,East African Breweries Ltd,135,222.25,220,221.75,220.5,221.75,-1.25,0.56%,"67,400",-
10-Feb-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.95,1.95,1.95,1.95,-,-,100,-
10-Feb-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
10-Feb-20,UNGA,Unga Group Ltd,26.1,37,30.1,30.1,30.1,30.1,-,-,-,-
12-Feb-20,BOC,BOC Kenya Plc,53,72,60,60,60,60,-,-,-,-
12-Feb-20,BAT,British American Tobacco Kenya Plc,305,545,479.5,479.5,479.5,479.5,-,-,-,-
12-Feb-20,CARB,Carbacid Investments Plc,7.1,9.4,9.18,9.2,9.18,9.2,-0.02,0.22%,300,-
12-Feb-20,EABL,East African Breweries Ltd,135,222.25,212,221.5,219.75,220.5,-0.75,0.34%,"866,500",-
12-Feb-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.9,2.1,1.91,1.95,-0.04,2.05%,"3,600",-
12-Feb-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
12-Feb-20,UNGA,Unga Group Ltd,26.1,37,30.1,30.1,30.1,30.1,-,-,-,-
13-Feb-20,BOC,BOC Kenya Plc,53,72,65,65,65,60,5,8.33%,500,-
13-Feb-20,BAT,British American Tobacco Kenya Plc,305,545,480,480,480,479.5,0.5,0.10%,200,-
13-Feb-20,CARB,Carbacid Investments Plc,7.1,9.4,9.18,9.18,9.18,9.18,-,-,100,-
13-Feb-20,EABL,East African Breweries Ltd,135,222.25,218,219.5,219.25,219.75,-0.5,0.23%,"57,800",-
13-Feb-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,2,2.1,2.09,1.91,0.18,9.42%,"64,400",-
13-Feb-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
13-Feb-20,UNGA,Unga Group Ltd,26.1,37,30.1,30.1,30.1,30.1,-,-,100,-
14-Feb-20,BOC,BOC Kenya Plc,53,72,64,64,64,65,-1,1.54%,100,-
14-Feb-20,BAT,British American Tobacco Kenya Plc,305,545,480,480,480,480,-,-,-,-
14-Feb-20,CARB,Carbacid Investments Plc,7.1,9.4,8.5,9,8.66,9.18,-0.52,5.66%,"53,600",-
14-Feb-20,EABL,East African Breweries Ltd,135,222.25,218,219,218.75,219.25,-0.5,0.23%,"3,100",-
14-Feb-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.89,1.91,1.89,2.09,-0.2,9.57%,"24,500",-
14-Feb-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
14-Feb-20,UNGA,Unga Group Ltd,26.1,37,31,31,31,30.1,0.9,2.99%,100,-
17-Feb-20,BOC,BOC Kenya Plc,53,72,64.75,64.75,64.75,64,0.75,1.17%,"1,500",-
17-Feb-20,BAT,British American Tobacco Kenya Plc,305,545,480,480,480,480,-,-,-,-
17-Feb-20,CARB,Carbacid Investments Plc,7.1,9.4,9.18,9.18,9.18,8.66,0.52,6.00%,100,-
17-Feb-20,EABL,East African Breweries Ltd,135,222.25,215,215,215,218.75,-3.75,1.71%,"25,000",-
17-Feb-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.9,1.92,1.9,1.89,0.01,0.53%,"2,100",-
17-Feb-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
17-Feb-20,UNGA,Unga Group Ltd,26.1,37,31,31,31,31,-,-,900,-
18-Feb-20,BOC,BOC Kenya Plc,53,72,64.75,64.75,64.75,64.75,-,-,-,-
18-Feb-20,BAT,British American Tobacco Kenya Plc,305,545,480,480,480,480,-,-,-,-
18-Feb-20,CARB,Carbacid Investments Plc,7.1,9.4,9.18,9.18,9.18,9.18,-,-,-,-
18-Feb-20,EABL,East African Breweries Ltd,135,222.25,212,215,212,215,-3,1.40%,"258,700",-
18-Feb-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.72,1.9,1.75,1.9,-0.15,7.89%,"2,800",-
18-Feb-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
18-Feb-20,UNGA,Unga Group Ltd,26.1,37,31,31,31,31,-,-,-,-
19-Feb-20,BOC,BOC Kenya Plc,53,72,64.75,64.75,64.75,64.75,-,-,-,-
19-Feb-20,BAT,British American Tobacco Kenya Plc,305,545,499,500,499.5,480,19.5,4.06%,"1,100",-
19-Feb-20,CARB,Carbacid Investments Plc,7.1,9.4,9.14,9.18,9.16,9.18,-0.02,0.22%,"4,400",-
19-Feb-20,EABL,East African Breweries Ltd,135,222.25,209.75,212,210,212,-2,0.94%,"27,600",-
19-Feb-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.58,1.9,1.58,1.75,-0.17,9.71%,"152,700",-
19-Feb-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
19-Feb-20,UNGA,Unga Group Ltd,26.1,37,33.5,34.05,33.9,31,2.9,9.35%,"4,300",-
20-Feb-20,BOC,BOC Kenya Plc,53,72,64.75,64.75,64.75,64.75,-,-,-,-
20-Feb-20,BAT,British American Tobacco Kenya Plc,305,545,480,489,482.75,499.5,-16.75,3.35%,"7,600",-
20-Feb-20,CARB,Carbacid Investments Plc,7.1,9.4,8.4,9.12,8.88,9.16,-0.28,3.06%,"7,900",-
20-Feb-20,EABL,East African Breweries Ltd,135,222.25,201,210,207,210,-3,1.43%,"14,100",-
20-Feb-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.5,1.62,1.6,1.58,0.02,1.27%,"602,700",-
20-Feb-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
20-Feb-20,UNGA,Unga Group Ltd,26.1,37,31.5,34,33.85,33.9,-0.05,0.15%,"5,100",-
21-Feb-20,BOC,BOC Kenya Plc,53,72,64.75,64.75,64.75,64.75,-,-,-,-
21-Feb-20,BAT,British American Tobacco Kenya Plc,305,545,490,490,490,482.75,7.25,1.50%,300,-
21-Feb-20,CARB,Carbacid Investments Plc,7.1,9.4,9.12,9.12,9.12,8.88,0.24,2.70%,800,-
21-Feb-20,EABL,East African Breweries Ltd,135,222.25,202.5,208,205.75,207,-1.25,0.60%,"2,700",-
21-Feb-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.45,1.62,1.46,1.6,-0.14,8.75%,"21,100",-
