DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
17-Jan-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,13.9,15.15,14.05,14.3,-0.25,1.75%,"12,000",3.51
17-Jan-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,11.6,11.65,11.6,11.85,-0.25,2.11%,"2,200",-
17-Jan-19,SLAM,Sanlam Kenya Plc,12.8,20,22,22,22,21,1,4.76%,100,-
18-Jan-19,BRIT,Britam Holdings Plc,5.7,10.65,9.5,10,9.52,9.72,-0.2,2.06%,"143,100",-
18-Jan-19,CIC,CIC Insurance Group Ltd,2,3.65,3.9,4.1,3.96,3.98,-0.02,0.50%,"37,900",-
18-Jan-19,JUB,Jubilee Holdings Ltd,225,380,430,430,430,431,-1,0.23%,"1,400",-
18-Jan-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,13.8,15,13.8,14.05,-0.25,1.78%,"1,017,900",3.45
18-Jan-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,11.9,11.9,11.9,11.6,0.3,2.59%,"1,600",-
18-Jan-19,SLAM,Sanlam Kenya Plc,12.8,19.55,22,22,22,22,-,-,900,-
21-Jan-19,BRIT,Britam Holdings Plc,5.7,10.65,9.32,9.9,9.52,9.52,-,-,"236,500",-
21-Jan-19,CIC,CIC Insurance Group Ltd,2,3.65,3.85,4.05,3.91,3.96,-0.05,1.26%,"58,500",-
21-Jan-19,JUB,Jubilee Holdings Ltd,225,380.5,425,435,434.25,430,4.25,0.99%,"1,800",-
21-Jan-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,13.6,14,13.8,13.8,-,-,"3,200",3.45
21-Jan-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,11.5,11.9,11.6,11.9,-0.3,2.52%,"1,400",-
21-Jan-19,SLAM,Sanlam Kenya Plc,12.8,20,22.4,22.4,22.4,22,0.4,1.82%,"1,500",-
22-Jan-19,BRIT,Britam Holdings Plc,5.7,10.65,9.32,10,9.5,9.52,-0.02,0.21%,"145,400",-
22-Jan-19,CIC,CIC Insurance Group Ltd,2,3.65,3.91,4,3.98,3.91,0.07,1.79%,"137,600",-
22-Jan-19,JUB,Jubilee Holdings Ltd,225,381,434.25,434.25,434.25,434.25,-,-,-,-
22-Jan-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,13.8,14.35,14.05,13.8,0.25,1.81%,"7,700",3.51
22-Jan-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,10.75,11.9,10.9,11.6,-0.7,6.03%,"1,100",-
22-Jan-19,SLAM,Sanlam Kenya Plc,13,20,23.5,23.5,23.5,22.4,1.1,4.91%,200,-
23-Jan-19,BRIT,Britam Holdings Plc,5.7,10.65,9.52,10,9.62,9.5,0.12,1.26%,"24,600",-
23-Jan-19,CIC,CIC Insurance Group Ltd,2,3.65,3.96,4.1,4,3.98,0.02,0.50%,"122,600",-
23-Jan-19,JUB,Jubilee Holdings Ltd,225,380,435,435,435,434.25,0.75,0.17%,900,-
23-Jan-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,13.8,14.55,14,14.05,-0.05,0.36%,"50,900",3.5
23-Jan-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,11.6,11.6,11.6,10.9,0.7,6.42%,"1,900",-
23-Jan-19,SLAM,Sanlam Kenya Plc,12.8,20,23.5,23.5,23.5,23.5,-,-,-,-
24-Jan-19,BRIT,Britam Holdings Plc,5.7,10.65,9.58,10,9.96,9.62,0.34,3.53%,"181,300",-
24-Jan-19,CIC,CIC Insurance Group Ltd,2,3.65,3.96,4.1,4,4,-,-,"67,400",-
24-Jan-19,JUB,Jubilee Holdings Ltd,225,380,435,435,435,435,-,-,100,-
24-Jan-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,13.8,14.45,14.1,14,0.1,0.71%,"6,900",3.53
24-Jan-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,11.6,12,11.8,11.6,0.2,1.72%,"24,300",-
24-Jan-19,SLAM,Sanlam Kenya Plc,12.8,20,25.8,25.8,25.8,23.5,2.3,9.79%,"2,000",-
25-Jan-19,BRIT,Britam Holdings Plc,5.7,10.65,9.6,10,9.98,9.96,0.02,0.20%,"247,700",-
25-Jan-19,CIC,CIC Insurance Group Ltd,2,3.65,3.97,4.1,4.03,4,0.03,0.75%,"86,500",-
25-Jan-19,JUB,Jubilee Holdings Ltd,225,380,435,435,435,435,-,-,-,-
25-Jan-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14,14.45,14.25,14.1,0.15,1.06%,"7,100",3.56
25-Jan-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,11.1,11.9,11.45,11.8,-0.35,2.97%,"2,100",-
25-Jan-19,SLAM,Sanlam Kenya Plc,12.8,20,25.8,25.8,25.8,25.8,-,-,-,-
28-Jan-19,BRIT,Britam Holdings Plc,5.7,10.65,9.5,10,9.64,9.98,-0.34,3.41%,"32,600",-
28-Jan-19,CIC,CIC Insurance Group Ltd,2,3.65,4.1,4.2,4.14,4.03,0.11,2.73%,"125,800",-
28-Jan-19,JUB,Jubilee Holdings Ltd,225,380,435,435,435,435,-,-,"5,900",-
28-Jan-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14,14.45,14.15,14.25,-0.1,0.70%,"22,300",3.54
28-Jan-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,11.5,11.5,11.5,11.45,0.05,0.44%,100,-
28-Jan-19,SLAM,Sanlam Kenya Plc,12.8,19.55,25.8,25.8,25.8,25.8,-,-,-,-
29-Jan-19,BRIT,Britam Holdings Plc,5.7,10.65,9.5,10,9.66,9.64,0.02,0.21%,"38,900",-
29-Jan-19,CIC,CIC Insurance Group Ltd,2,3.65,4.1,4.35,4.13,4.14,-0.01,0.24%,"187,200",-
29-Jan-19,JUB,Jubilee Holdings Ltd,225,380,425,425,425,435,-10,2.30%,200,-
29-Jan-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14.2,15,14.5,14.15,0.35,2.47%,"30,900",3.63
29-Jan-19,LBTY,Liberty Kenya Holdings Ltd,6.8,10.95,11.5,12.5,11.5,11.5,-,-,"10,300",-
29-Jan-19,SLAM,Sanlam Kenya Plc,12.8,19.5,26,26,26,25.8,0.2,0.78%,200,-
30-Jan-19,BRIT,Britam Holdings Plc,5.7,10.65,9.5,10,9.52,9.66,-0.14,1.45%,"124,400",-
30-Jan-19,CIC,CIC Insurance Group Ltd,2,3.65,4.15,4.3,4.2,4.13,0.07,1.69%,"85,000",-
30-Jan-19,JUB,Jubilee Holdings Ltd,225,380,430,430,430,425,5,1.18%,"13,800",-
30-Jan-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14.2,14.7,14.4,14.5,-0.1,0.69%,"11,100",3.6
30-Jan-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,11.5,11.5,11.5,11.5,-,-,"1,300",-
30-Jan-19,SLAM,Sanlam Kenya Plc,12.8,19.55,26,26,26,26,-,-,100,-
31-Jan-19,BRIT,Britam Holdings Plc,5.7,10.65,9.5,10,9.5,9.52,-0.02,0.21%,"228,600",-
31-Jan-19,CIC,CIC Insurance Group Ltd,2,3.65,4.21,4.55,4.39,4.2,0.19,4.52%,"175,100",-
31-Jan-19,JUB,Jubilee Holdings Ltd,225,380,449,449,449,430,19,4.42%,100,-
31-Jan-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14,14.7,14.2,14.4,-0.2,1.39%,"11,200",3.55
31-Jan-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,11.5,12,11.6,11.5,0.1,0.87%,"2,600",-
31-Jan-19,SLAM,Sanlam Kenya Plc,12.8,20,26,26,26,26,-,-,-,-
01-Feb-19,BRIT,Britam Holdings Plc,5.7,10.65,9.52,10,9.9,9.5,0.4,4.21%,"67,200",-
01-Feb-19,CIC,CIC Insurance Group Ltd,2,3.65,4.35,4.5,4.45,4.39,0.06,1.37%,"111,200",-
01-Feb-19,JUB,Jubilee Holdings Ltd,225,380.5,430,430,430,449,-19,4.23%,"1,000",-
01-Feb-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14,15,14.4,14.2,0.2,1.41%,"40,800",3.6
01-Feb-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,11.2,11.6,11.3,11.6,-0.3,2.59%,300,-
01-Feb-19,SLAM,Sanlam Kenya Plc,12.8,20,23.5,23.5,23.5,26,-2.5,9.62%,"10,000",-
04-Feb-19,BRIT,Britam Holdings Plc,5.7,10.65,9.5,10,9.84,9.9,-0.06,0.61%,"51,100",-
04-Feb-19,CIC,CIC Insurance Group Ltd,2,3.65,4.3,4.5,4.4,4.45,-0.05,1.12%,"169,500",-
04-Feb-19,JUB,Jubilee Holdings Ltd,225,380,430,430,430,430,-,-,600,-
04-Feb-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14.3,14.5,14.35,14.4,-0.05,0.35%,"13,900",3.59
04-Feb-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,12,12,12,11.3,0.7,6.19%,200,-
04-Feb-19,SLAM,Sanlam Kenya Plc,12.8,19.55,25.85,25.85,25.85,23.5,2.35,10.00%,100,-
05-Feb-19,BRIT,Britam Holdings Plc,5.7,10.65,9.5,10,9.9,9.84,0.06,0.61%,"36,600",-
05-Feb-19,CIC,CIC Insurance Group Ltd,2,3.65,4.21,4.45,4.42,4.4,0.02,0.45%,"114,000",-
05-Feb-19,JUB,Jubilee Holdings Ltd,225,381,430,430,430,430,-,-,400,-
05-Feb-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14,14.7,14,14.35,-0.35,2.44%,"333,200",3.5
05-Feb-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,12.1,12.15,12.1,12,0.1,0.83%,200,-
05-Feb-19,SLAM,Sanlam Kenya Plc,13,20,25.85,25.85,25.85,25.85,-,-,-,-
06-Feb-19,BRIT,Britam Holdings Plc,5.7,10.65,10,10.5,10.05,9.9,0.15,1.52%,"596,700",-
06-Feb-19,CIC,CIC Insurance Group Ltd,2,3.85,4.31,4.78,4.43,4.42,0.01,0.23%,"54,300",-
06-Feb-19,JUB,Jubilee Holdings Ltd,240,400,423,430,425.75,430,-4.25,0.99%,"4,800",-
06-Feb-19,KNRE,Kenya Re-Insurance Corporation Ltd,2.1,4.36,14,14.95,14.1,14,0.1,0.71%,"34,200",3.53
06-Feb-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11.25,12,12.2,12.15,12.1,0.05,0.41%,"3,100",-
06-Feb-19,SLAM,Sanlam Kenya Plc,13.5,20.5,25.85,25.85,25.85,25.85,-,-,-,-
07-Feb-19,BRIT,Britam Holdings Plc,5.7,10.65,9.1,10.5,9.56,10.05,-0.49,4.88%,"355,900",-
07-Feb-19,CIC,CIC Insurance Group Ltd,2,3.65,4.5,4.78,4.62,4.43,0.19,4.29%,"100,300",-
07-Feb-19,JUB,Jubilee Holdings Ltd,225,380,425,439,426.5,425.75,0.75,0.18%,900,-
07-Feb-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14,14.95,14.15,14.1,0.05,0.35%,"39,500",3.54
07-Feb-19,LBTY,Liberty Kenya Holdings Ltd,6.8,10.95,12,12.2,12.05,12.15,-0.1,0.82%,"4,600",-
07-Feb-19,SLAM,Sanlam Kenya Plc,12.8,19.5,25.85,25.9,25.85,25.85,-,-,500,-
08-Feb-19,BRIT,Britam Holdings Plc,5.7,10.65,9.8,10.4,9.98,9.56,0.42,4.39%,"118,200",-
08-Feb-19,CIC,CIC Insurance Group Ltd,2,3.65,4.6,4.79,4.74,4.62,0.12,2.60%,"114,300",-
08-Feb-19,JUB,Jubilee Holdings Ltd,225,380,439.5,439.5,439.5,426.5,13,3.05%,100,-
08-Feb-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14,14.9,14.15,14.15,-,-,"1,603,900",3.54
08-Feb-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,11.2,12.2,11.3,12.05,-0.75,6.22%,900,-
08-Feb-19,SLAM,Sanlam Kenya Plc,12.8,19.55,25.85,25.85,25.85,25.85,-,-,-,-
11-Feb-19,BRIT,Britam Holdings Plc,5.7,10.65,9.82,10,9.98,9.98,-,-,"134,700",-
11-Feb-19,CIC,CIC Insurance Group Ltd,2,3.65,4.4,4.78,4.51,4.74,-0.23,4.85%,"324,100",-
11-Feb-19,JUB,Jubilee Holdings Ltd,225,380.5,439.5,439.5,439.5,439.5,-,-,-,-
11-Feb-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14.15,14.3,14.2,14.15,0.05,0.35%,"853,400",3.55
11-Feb-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,12,12,12,11.3,0.7,6.19%,400,-
11-Feb-19,SLAM,Sanlam Kenya Plc,12.8,20,23.45,23.45,23.45,25.85,-2.4,9.28%,100,-
12-Feb-19,BRIT,Britam Holdings Plc,5.7,10.65,9.6,10,9.76,9.98,-0.22,2.20%,"232,000",-
12-Feb-19,CIC,CIC Insurance Group Ltd,2,3.65,4.27,4.52,4.31,4.51,-0.2,4.43%,"148,100",-
12-Feb-19,JUB,Jubilee Holdings Ltd,225,380,439.5,439.5,439.5,439.5,-,-,-,-
12-Feb-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,13.8,14.5,14.15,14.2,-0.05,0.35%,"42,200",3.54
12-Feb-19,LBTY,Liberty Kenya Holdings Ltd,6.8,10.95,11.4,12.2,11.8,12,-0.2,1.67%,400,-
12-Feb-19,SLAM,Sanlam Kenya Plc,12.8,19.5,25,25,25,23.45,1.55,6.61%,"5,000",-
13-Feb-19,BRIT,Britam Holdings Plc,5.7,10.65,9.4,9.82,9.52,9.76,-0.24,2.46%,"51,800",-
13-Feb-19,CIC,CIC Insurance Group Ltd,2,3.65,4,4.4,4.29,4.31,-0.02,0.46%,"72,500",-
13-Feb-19,JUB,Jubilee Holdings Ltd,225,380,426,426,426,439.5,-13.5,3.07%,600,-
13-Feb-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14.15,14.95,14.2,14.15,0.05,0.35%,"856,000",3.55
13-Feb-19,LBTY,Liberty Kenya Holdings Ltd,6.8,10.95,12,12.2,12.15,11.8,0.35,2.97%,"13,200",-
13-Feb-19,SLAM,Sanlam Kenya Plc,12.8,19.5,23.55,23.55,23.55,25,-1.45,5.80%,100,-
14-Feb-19,BRIT,Britam Holdings Plc,5.7,10.65,9.2,9.6,9.5,9.52,-0.02,0.21%,"26,800",-
14-Feb-19,CIC,CIC Insurance Group Ltd,2,3.65,4.1,4.4,4.27,4.29,-0.02,0.47%,"38,400",-
14-Feb-19,JUB,Jubilee Holdings Ltd,225,380.5,426,426,426,426,-,-,"1,600",-
14-Feb-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14.1,14.2,14.1,14.2,-0.1,0.70%,"12,700",3.53
14-Feb-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,11.2,12.2,11.3,12.15,-0.85,7.00%,"7,200",-
14-Feb-19,SLAM,Sanlam Kenya Plc,12.8,20,23.55,24,23.95,23.55,0.4,1.70%,"1,400",-
15-Feb-19,BRIT,Britam Holdings Plc,5.7,10.65,9.5,9.6,9.5,9.5,-,-,"25,500",-
15-Feb-19,CIC,CIC Insurance Group Ltd,2,3.65,4.11,4.4,4.23,4.27,-0.04,0.94%,"19,900",-
15-Feb-19,JUB,Jubilee Holdings Ltd,225,380,425,426,425,426,-1,0.23%,"1,400",-
15-Feb-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14.2,14.95,14.3,14.1,0.2,1.42%,"7,800",3.58
15-Feb-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,11.2,12.2,12,11.3,0.7,6.19%,"1,100",-
15-Feb-19,SLAM,Sanlam Kenya Plc,12.8,19.55,23.45,24,23.6,23.95,-0.35,1.46%,800,-
18-Feb-19,BRIT,Britam Holdings Plc,5.7,10.65,9.5,9.96,9.84,9.5,0.34,3.58%,"17,100",-
18-Feb-19,CIC,CIC Insurance Group Ltd,2,3.65,4.12,4.35,4.21,4.23,-0.02,0.47%,"56,100",-
18-Feb-19,JUB,Jubilee Holdings Ltd,225,380,425,425,425,425,-,-,200,-
18-Feb-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14.2,14.95,14.2,14.3,-0.1,0.70%,"25,300",3.55
18-Feb-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,12,12,12,12,-,-,-,-
18-Feb-19,SLAM,Sanlam Kenya Plc,12.8,19.55,22.5,25.75,23.55,23.6,-0.05,0.21%,"7,700",-
19-Feb-19,BRIT,Britam Holdings Plc,5.7,10.65,9.6,10,9.82,9.84,-0.02,0.20%,"60,200",-
19-Feb-19,CIC,CIC Insurance Group Ltd,2,3.65,4.1,4.3,4.19,4.21,-0.02,0.48%,"269,400",-
19-Feb-19,JUB,Jubilee Holdings Ltd,225,380,425,426,425.25,425,0.25,0.06%,800,-
19-Feb-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14.2,14.95,14.2,14.2,-,-,"459,000",3.55
19-Feb-19,LBTY,Liberty Kenya Holdings Ltd,6.8,10.95,12,12,12,12,-,-,100,-
19-Feb-19,SLAM,Sanlam Kenya Plc,12.8,19.5,22,24,22.7,23.55,-0.85,3.61%,"4,000",-
20-Feb-19,BRIT,Britam Holdings Plc,5.7,10.65,9.4,9.98,9.62,9.82,-0.2,2.04%,"98,900",-
20-Feb-19,CIC,CIC Insurance Group Ltd,2,3.65,4.1,4.4,4.17,4.19,-0.02,0.48%,"137,800",-
20-Feb-19,JUB,Jubilee Holdings Ltd,225,380,425,430,425,425.25,-0.25,0.06%,"2,500",-
20-Feb-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14.2,14.95,14.3,14.2,0.1,0.70%,"13,400",3.58
20-Feb-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,11.2,11.2,11.2,12,-0.8,6.67%,"1,100",-
20-Feb-19,SLAM,Sanlam Kenya Plc,12.8,20,22.7,22.7,22.7,22.7,-,-,-,-
21-Feb-19,BRIT,Britam Holdings Plc,5.7,10.65,9.4,10,9.74,9.62,0.12,1.25%,"26,600",-
21-Feb-19,CIC,CIC Insurance Group Ltd,2,3.65,4.05,4.2,4.08,4.17,-0.09,2.16%,"56,700",-
21-Feb-19,JUB,Jubilee Holdings Ltd,225,380,425,429.75,429.5,425,4.5,1.06%,"5,300",-
21-Feb-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14.15,14.5,14.25,14.3,-0.05,0.35%,"55,200",3.56
21-Feb-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,11.2,11.2,11.2,11.2,-,-,-,-
21-Feb-19,SLAM,Sanlam Kenya Plc,12.8,20,21,22.7,22.35,22.7,-0.35,1.54%,"6,900",-
22-Feb-19,BRIT,Britam Holdings Plc,5.7,10.65,9.5,9.8,9.7,9.74,-0.04,0.41%,"585,500",-
